State,District,Taluka_Ward,Facility_Name,Doctor_In_Charge,Doctor_Specialization,Total_Beds,Address,Postal_Code,Registration_Year,Status,Source_URL
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. BAKUL J PAREKH,Not Listed,MD D.C.H,80,JAYANT ARCADE RAJWADI JUNCTION GHATKOPAR(E),400077,2006,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,MR. SHARD R MEHTA,Not Listed,M.B.B.S,18,R.B.MEHTA ROAD 60 FT ROAD GHATKOPAR&amp;quot;(E),400077,1983,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. MUKESH N. PAREKH,DR. MUKESH R. PAREKH,M.D.,15,"GAYATRI DHAM, DERASAR LANE GHATKOPAR",400077,1994,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. SANJAY VINAYAK NAVELKAR,Not Listed,M.S,4,MADHAV APT JAWAHAR ROAD GHATKOPAR(E),400086,2003,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. RAJARAM SHANKARLAL SONAGRA,MRS. ALKA J. MHASKE,H.S.C.,40,SHIV PLAZA GOPAL LANE GHATKOPAR (W),400086,2006,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,MRS. NALINI DAHYALAL TANK,DR. JAYDEEP D. TANK,M.D.,23,AMBIIKA DARSHAN 1 ST FLOOR GHATKOPAR (E),400077,2007,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. RITA .D.MODY DR.NEEMA MANDAVIA -,Not Listed,M.D,22,RATAN MAHAL SHRADDHANAND ROAD GHATKOPER (w),400086,2006,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. SURENDRANATH SITARAM UPADHYAYA,MS. VAISHALI  DESAI,SSC,15,"TRIMURTI ARCADE 3RD FL, L B S ROAD GHATKOPAR( W)",400086,2000,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. NARENDRA M MEHTA,MRS. GEETA M PARAB,FULLY QUASLIED,10,"NAVAJEEVAN HOSP. M G ROAD, GHATKOPAR(E)",400077,1984,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. HASMUKH LAVJIBHAI PATEL,DR. HASMUKH LAVJIBHAI PATEL,"M.S,F.C.P.S",5,"HARIDWAR C.H.S. LTD GIRI KUNJ , NEAR HOTEL AIRWAYS GHATKOPAR (W)",400086,1986,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. NEHA JUGALKISHORE PARIKH,DR. NEHA JUGALKISHORE PARIKH,BDS,25,VIKRAM APPARTMENT .NEW MANIKLAL STREET L.B.S. MARG GHATKOPAR(W),400086,2006,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. VIBHA A SANGHAVI,DR. VIBHA A SANGHAVI,MDD(Ped),10,. . GHATKOPAR(W),400086,1992,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. ASWIN PRAVINCHANDRA SANGHAVI,DR. ASWIN P SANGHAVI,M.D,16,. . .,400086,1990,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. AJAY L SHAH,DR. AJAY L SHAH,M.D. D.G.O,15,. . GHATKOPAR (W),400086,1978,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. RAMILA T SHAH,DR. RAMILA T SHAH,M.D. D.G.O.,16,BHAVESHWAR MARKET 2ND FLOOR M.G. ROAD GHATKOPAR (E),400077,1985,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,MRS. KISHORI P MEHTA VANDANA S PATHAK .,DR. PRAVIN J MEHTA,M.D.D.C.H,6,18 / 178 GARODIA NAGAR GHATKOPAR (E),400077,1985,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Ghatkopar,DR. NIRAV D CHHEDA,DR. NIRAV D CHHEDA,"DORL,DNB(ORL)",5,TRIMURTI ARCADE PLOT NO 9 GATKOPAR(W),400086,2012,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SURENDRA SHANKAR TAMBE,Not Listed,"MD (PEAD),DCH,M.CPS",15,189/2867 GROUP NO-8B TAGORE NAGAR VIKHROLI EAST,400083,1993,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SATISH DEVIDAYAL ARORA,Not Listed,MD,10,"SANMAN SHREE SOCIETY GADHAV NAKA, BHANDUP WEST",400078,1989,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. ROHIT R. BHATIA,DR. SHAILESH RAMESH BHATIA,BAMS (MUM),17,"104,105,106 1ST FLOOR, ARUNODAY TOWER BHANDUP",400078,1999,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. RAMKRISHNAN  MODI,DR. R. K. MODI,MD (MUM),16,"240/3271 MODI COMPD. &amp; ICCU, TAGORE NAGAR VIKHROLI EAST",400083,1991,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. ABDUL SALAM S. CHAUDHARI,DR. SRIDHARAN  RADHA,"MBBS, DCH,DNB",12,". ABOVE SHIFA MEDICAL, SONAPUR BHANDUP WEST",400078,2004,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. RAJENDRA S. DALAL,DR. RAJENDRA S. DALAL,MD,5,. TAGORE NAGAR VIKHROLI EAST,400083,1995,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. MAHENDRA KUMAR JAIN,DR. UJWALA  RANE,GEN &amp;amp;amp;amp;amp;amp;,10,OF BLDG - 8 -B MINILAND TANK ROAD BHANDUP WEST,400078,1990,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,SMT. SHUBHALAXMI SHANKAR SHETTY,DR. SATYAPRAKASH K SHETTY,"MBBS,DCH,CPS",15,MINILAND TANK ROAD BHANDUP {W},400078,1992,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. BHARAT L. MEHTA,DR. BHARAT L. MEHTA,MS (GEN. SURG.),14,". LAXMI ESTATE, OPP KHAMKAR MASALA VIKHROLI EAST",400083,1993,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. INDRAKUMAR R. PARMAR,Not Listed,"MBBS, CFP",7,USHANAGAR CHS. VILLAGE ROAD BHANDUP{W},400078,2004,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. RAVINDRA SHANKAR SHETTY,DR. RAVINDRA  SHETTY,MBBS,7,AGARWAL IND COMP. QUARRY ROAD BHANDUP WEST,400078,1991,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. HEENA K. PANDITPAUTRA,DR. HEENA K. PANDITPAUTRA,"MBBS, DCH, MD",15,KIRTIDA APARTMENT KENI MARG BHANDUP EAST,400042,2005,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. VINOD GANAPATI PRABHU,DR. VINOD G. PRABHU,MBBS,10,. TAGORE NAGAR VIKHROLI EAST,400083,2000,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. KISHORI D. KADAM,DR. KISHORI D. KADAM,"MBBS,MD,DGO",16,". JANATA MARKET, SUBHASH ROAD BHANDUP WEST",400078,1989,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SUBHASH CHANDRA BHATIA,DR. SUBHASH CHANDRA BHATIA,"MD, DGO",32,"10 - A MINILAND, TANK ROAD BHANDUP WEST",400078,1989,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. GIRIJA  SUDARSHAN,DR. SHAILAJA  .,DGO,10,NEHA APARTMENT L B S MARG BHANDUP WEST,400078,1991,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. PARASHURAM P. BADWAIK,DR. VASANTI P. BADWAIK,MD (DGO),28,. OPP JAIN MANDIR BHANDUP WEST,400078,1979,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,MRS. SUSHILA M. CHANDAN,Not Listed,TRUSTEE,8,CHANDAN NIWAS SAI BAUG BHANDUP WEST,400078,2004,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. JYOTIRVADAN NAGINDAS DALAL,DR. J. N. DALAL,"MD,DA",18,MINI APARTMENT OPP SARVODAY NAGAR BHANDUP{W},400078,1989,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. ANOOP KUMAR GUPTA,Not Listed,"MD, DGO, FCPS, DNB",20,MAHADEO CHS.LTD NRITYANJALI MARG BHANDUP WEST,400078,1998,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. KIRTI  BOTHRA,DR. KIRIT  BOTHRA,"MBBS, MD",16,. MINILAND BHANDUP WEST,400078,1987,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. CHIRAG D. MODI,DR. CHIRAG D. MODI,MS (GEN. SURGEON),6,SHOP NO. 11 AND 12 CHETNA APARTMENT BHANDUP(W),400078,2005,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. VARSHA  DEGWEKAR,DR. VARSHA  DEGWEKAR,"MBBS, MS",15,MARUTI DARSHAN ADI S. MARG POWAI,400076,1998,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. VIPIN KUMAR PAREEK,DR. VIPIN KUMAR PAREEK,GEN SURGEON,4,. TAGORE NAGAR - 8 - B VKHROLI EAST,400083,1999,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. JATKAR SAHEBRAO TAYAPPA,DR. S. T. JATKAR,MD (MEDICINE),8,SHIV SAGAR COMPLEX T P ROAD BHANDUP WEST,400078,2001,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. ASHA DEEPAK PAIKRAO,DR. ASHA DEEPAK PAIKRAO,"MD, DGO (MUMBAI)",4,OFFICE BLDG NO- 15/1 NEAR VIKAS HIGH SCHOOL VIKHROLI EAST,400083,2001,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. PIYUSHKUMAR RATILAL TOLIA,Not Listed,MS ( GEN. SURGEON ),16,SANJAY APARTMENT DINA PATIL ESTATE BHANDUP WEST,400078,2006,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. RAMESH LAXMIDAS BHATIA,DR. SHAILESH RAMESH BHATIA,MD,18,SHRADDHA VILLAGE ROAD BHANDUP,400078,1974,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. PADMA  RAMKRISHNAN,Not Listed,"MD, DGO",10,SARASA CO OP SOCIETY I I T MARKET GATE POWAI,400076,1988,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. MANOHAR G. RATHOD,DR. MANOHAR G. RATHOD,"MBBS, MD, MED",9,PRABHU NIWAS J M ROAD BHANDUP,400078,2001,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. RAJESH  AGARWAL,DR. RAJESH  AGARWAL,MS (ORTHO),16,NEHA APARTMENT L B S MARG BHANDUP WEST,400078,1992,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SHAILESH C. JOSHI,DR. SHAILESH  JOSHI,MBBS (ORTHO),15,. R.R. REALITY BHANDUP,400078,2005,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. MAHONAR G. RATHOD,DR. MANOHAR G. RATHOD,"MBBS , MD",20,"PLOT - B, A WING SHIV SAGAR COMPLEX BHANDUP WEST",400078,2006,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SHAILESH C. JOSHI,MRS. SEEMA  BHATIA,AUXILLARY NURSE,5,. OPP ABUYUDAYA BANK BHANDUP WEST,400078,1998,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. PRAKASH  SAMANT,Not Listed,MS (ORTHO),20,KALPATARU BLDG INDIRA NAGAR KANJURMARG,400042,1986,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SHIVRAM S. NADKARNI,DR. SHIVRAM  NADKARNI,"MS, OPHTHAL",4,NEHA ANNEXE KHOT ROAD BHANDUP WEST,400078,2001,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. CHIRAG D. MODY,DR. CHIRAG D. MODY,MS (GEN. SURGEON),5,HEMA PARK BLDG. V. S. MARG BHANDUP EAST,400042,2001,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SANJAY O. SHAH,DR. BEENA S. SHAH,MDDA,15,ARUNODAY TOWER KOKAN NAGAR BHANDUP WEST,400078,1998,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. PRAKASH R. SHAH,DR. V  JAIN,MD,22,SHEETAL APARTMENT J M ROAD BHANDUP WEST,400078,1984,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. KIRTI  BOTHRA,DR. KIRIT  BOTHRA,"MBBS, MD",16,RAMKRISHNA BLDG GADAVNAKA BHANDUP WEST,400078,2002,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. RAJENDRA M. KURUWA,DR. M. R. KURUWA,HGO,17,NEHA ANNEXE KHOT ROAD BHANDUP WEST,400078,2002,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SUGATO  THAKUR,DR. SUGATO SUBRATA THAKUR,M.S.(ENT),4,R.R.REALTY TANK ROAD BHANDUP (W),400078,2005,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. ANIL  MALWANKAR,DR. ANIL N. MALWANKAR,M.D.,16,GAUTAMDHAM BUILDING GAMDEVI ROAD BHANDUP WEST,400078,2006,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. HERAT R. PARMAR,MRS. GRACY REGI,MD,6,. ABOVE DENA BANK BHANDUP WEST,400078,1974,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. MILIND P. GAITONDE,DR. MILIND P. GAITONDE,MD (OBST &amp;amp;amp; GYNAC),14,. RANADE ROAD DADAR,400028,1974,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. AVINASH YASHWANT PAWAR,DR. AVINASH YASHWANT PAWAR,MD(MED),15,"210/3042 RAM HAZARE MARG, NR. SANGLI SAHAKARI BANK TAGORE NAGAR NO 1, VIKHROLI (E)",400083,2007,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. KHALID . SHAIKH,DR. KHALID . SHAIKH,BUMS,51,KANNAMWAR NAGAR NO.2 . VIKHROLI(E),400083,1994,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SAVITA PRABHAKAR AUTI,Not Listed,M D (  MUMBAI ),16,283/3633 TAGORE NAGAR GROUP NO 2 VIKHROLI(E),400083,2007,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SHARMILA V HANDE,MRS. PRAMOD D THORAWADE,M.D.(MEDICINE),25,. POWAI POLYCLINIC &amp;amp;amp; HOSPITAL POWAI,400076,1988,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. K RATNAKAR  SHETTY,DR. K RATNAKAR  SHETTY,M S,21,CENTRAL HOSPITAL L.B.S. MARG BHANDUP(W),400078,2007,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. K RATNAKAR  SHETTY,MRS. GEETANJALI  AMIN,M B B S,16,DREAMS . BHANDUP(W),400078,2007,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SHAILAJA A PATWARDHAN,MS. HARSHADA AVINASH PATWARDHAN,M B B S,10,BRINAVAN CHS LTD OPP I I T MAIN GATE POWAI,400076,2005,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. BHARAT ASHOK MANEK,DR. BHARAT A MANEK,MBBS MD FCPS,11,CHAUBE HOUSE J M ROAD BHANDUP (W),400078,2007,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. ASHOK VINAYAK DANDEKAR,DR. KANIK . KAPASI,MDDGO,20,SHREE VIJAYKUNJ KANJURMARG .,400042,2008,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. PRATUL R. HARIA,MRS. NILAM  GORULE,ANM,24,ANIRAJ TOWER CHS.LTD L.B.S.ROAD BHANDUP{W},400078,2008,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. (MRS.) SUREKHA BALASAHEB WAGHMARE,Not Listed,"M.B.B.S.,M.D.{GYNACOLOGY",17,"GR.FLOOR ARUNODAYA TOWER, KOKAN NAGAR S.P.S.ROAD",400078,2002,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. ANJALI VASANT DARADE,DR. VASANT PUNJAJI DARADE,"M.D.,D.G.O.,MCPS",15,"SHARDA APARTMENT B/WING,SANMANSING RD BHANDUP{W}",400078,1989,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SHIRISH KUMAR AGLECHA,Not Listed,M B B S,11,SHIV KRUPA SOC. 1ST FL PADMAVATI ROAD POWAI,400076,2009,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. UDAY S. KAPSHIKAR,MRS. BHIMABAI R. RANE,GENERAL NURSING MIDWIFERY,8,GURU RAMDAS MARKET VILLAGE ROAD BHANDUP{W},400078,2008,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. VASANTKUMAR PUNDLIKRAO SAWANT,Not Listed,M.B.B.S. M. S. (OPHTHALM),11,R NO 1497-98 GANESH SADAN VIKHROLI(E),400083,2003,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,MR. SITARAMAN SUBRAMANIAM IYER,MRS. KAVITA B BANDEKAR,"NURSE,MIDWIFE",5,NEAR BLDG.NO.181 GROUND FLOOR STRUCTURE KANNAMWAR NAGAR,400083,2009,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. INDRAVADAN MADHAVLAL TRIVEDI,DR. INDRAVADAN MADHAVLAL TRIVEDI,B.A.M.S.,5,"113-A2,KAILAS COMPLEX  L.B.S.MARG BHANDUP{W]",400078,2009,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
